13989300.0,58486152.0,0.0,235.0,0.0,14.7422,0.0,0.0,0.0
29402100.0,58501940.0,0.0,235.0,3.0,14.7402,0.0,0.0,0.0
45202700.0,58517712.0,0.0,235.0,0.0,14.7406,0.0,0.0,0.0
61913200.0,58533504.0,0.0,235.0,0.0,14.7396,0.0,0.0,0.0
79361600.0,58549280.0,0.0,235.0,0.0,14.7415,0.0,0.0,0.0
96260800.0,58565056.0,0.0,235.0,0.0,14.741,0.0,0.0,0.0
113304300.0,58580840.0,0.0,235.0,0.0,14.7399,0.0,0.0,0.0
133460600.0,58596624.0,0.0,235.0,0.0,14.7399,0.0,0.0,0.0
152527100.0,58618800.0,0.0,235.0,0.0,14.7409,0.0,0.0,0.0
167086100.0,58634588.0,0.0,235.0,0.0,14.7402,0.0,0.0,0.0
182433500.0,58650380.0,0.0,235.0,1.0,14.7391,0.0,0.0,0.0
199869400.0,58666156.0,0.0,235.0,0.0,14.7397,0.0,0.0,0.0
216048000.0,58681944.0,0.0,235.0,0.0,14.7382,0.0,0.0,0.0
225829700.0,58697724.0,0.0,235.0,0.0,14.7386,0.0,0.0,0.0
241505000.0,58713524.0,0.0,235.0,0.0,14.7407,0.0,0.0,0.0
257572900.0,58729304.0,0.0,235.0,0.0,14.7393,0.0,0.0,0.0
272711200.0,58745084.0,0.0,235.0,0.0,14.7384,0.0,0.0,0.0
288401800.0,58760860.0,0.0,235.0,0.0,14.74,0.0,0.0,0.0
304106500.0,58776648.0,0.0,235.0,0.0,14.7403,0.0,0.0,0.0
319939300.0,58792416.0,0.0,235.0,0.0,14.7408,0.0,0.0,0.0
336197300.0,58808204.0,0.0,235.0,0.0,14.7401,0.0,0.0,0.0
351809600.0,58823972.0,0.0,235.0,0.0,14.7399,0.0,0.0,0.0
367807600.0,58839748.0,0.0,235.0,0.0,14.7397,0.0,0.0,0.0
383359100.0,58855536.0,0.0,235.0,0.0,14.74,0.0,0.0,0.0
399179600.0,58871324.0,0.0,235.0,0.0,14.7403,0.0,0.0,0.0
414851800.0,58887112.0,0.0,235.0,0.0,14.7402,0.0,0.0,0.0
430741900.0,58902904.0,0.0,235.0,0.0,14.739,0.0,0.0,0.0
447333100.0,58918688.0,0.0,235.0,1.0,14.7406,0.0,0.0,0.0
462169000.0,58934472.0,0.0,235.0,0.0,14.7386,0.0,0.0,0.0
478220500.0,58950264.0,0.0,235.0,0.0,14.7393,0.0,0.0,0.0
494237600.0,58966044.0,0.0,235.0,0.0,14.7395,0.0,0.0,0.0
509781400.0,58981816.0,0.0,235.0,0.0,14.7408,0.0,0.0,0.0
527104800.0,58997600.0,0.0,235.0,0.0,14.7407,0.0,0.0,0.0
543371200.0,59013384.0,0.0,235.0,0.0,14.7401,0.0,0.0,0.0
563373600.0,59029176.0,0.0,235.0,0.0,14.741,0.0,0.0,0.0
579130200.0,59044956.0,0.0,235.0,0.0,14.7394,0.0,0.0,0.0
594397100.0,59060732.0,0.0,235.0,0.0,14.7395,0.0,0.0,0.0
608625000.0,59076532.0,0.0,235.0,0.0,14.7401,0.0,0.0,0.0
625968400.0,59092328.0,0.0,235.0,0.0,14.7414,0.0,0.0,0.0
641782700.0,59108100.0,0.0,235.0,1.0,14.7399,0.0,0.0,0.0
659611300.0,59123880.0,0.0,235.0,0.0,14.7397,0.0,0.0,0.0
681100400.0,59146024.0,0.0,235.0,2.0,14.7399,0.0,0.0,0.0
703574100.0,59168176.0,0.0,235.0,0.0,14.741,0.0,0.0,0.0
719604600.0,59190344.0,0.0,235.0,0.0,14.7401,0.0,0.0,0.0
733618900.0,59206128.0,0.0,235.0,0.0,14.7392,0.0,0.0,0.0
749443400.0,59221900.0,0.0,235.0,0.0,14.739,0.0,0.0,0.0
765248600.0,59237684.0,0.0,235.0,0.0,14.7392,0.0,0.0,0.0
781054500.0,59253456.0,0.0,235.0,0.0,14.739,0.0,0.0,0.0
796735000.0,59269240.0,0.0,235.0,0.0,14.7393,0.0,0.0,0.0
812489300.0,59285028.0,0.0,235.0,0.0,14.7412,0.0,0.0,0.0
828242700.0,59300812.0,0.0,235.0,0.0,14.7394,0.0,0.0,0.0
844241900.0,59316596.0,0.0,235.0,0.0,14.7396,0.0,0.0,0.0
859476500.0,59332376.0,0.0,235.0,1.0,14.7391,0.0,0.0,0.0
875756400.0,59348156.0,0.0,235.0,0.0,14.7402,0.0,0.0,0.0
892707100.0,59363940.0,0.0,235.0,0.0,14.7397,0.0,0.0,0.0
909853200.0,59379716.0,0.0,235.0,0.0,14.7398,0.0,0.0,0.0
928741800.0,59395500.0,0.0,235.0,0.0,14.7378,0.0,0.0,0.0
945553000.0,59411288.0,0.0,235.0,0.0,14.739,0.0,0.0,0.0
965978200.0,59433448.0,0.0,235.0,0.0,14.7389,0.0,0.0,0.0
981452800.0,59449248.0,0.0,235.0,0.0,14.7402,0.0,0.0,0.0
999798500.0,59465044.0,0.0,235.0,0.0,14.7393,0.0,0.0,0.0
1020788300.0,59487208.0,0.0,235.0,0.0,14.7387,0.0,0.0,0.0
1037009000.0,59503004.0,0.0,235.0,0.0,14.7397,0.0,0.0,0.0
1050728000.0,59518780.0,0.0,235.0,0.0,14.7406,0.0,0.0,0.0
1068295400.0,59534568.0,0.0,235.0,0.0,14.7405,0.0,0.0,0.0
1082919100.0,59550348.0,0.0,235.0,0.0,14.7399,0.0,0.0,0.0
1100637100.0,59566128.0,0.0,235.0,0.0,14.7406,0.0,0.0,0.0
1120730500.0,59588296.0,0.0,235.0,0.0,14.7404,0.0,0.0,0.0
1135996800.0,59604084.0,0.0,235.0,0.0,14.741,0.0,0.0,0.0
1154047000.0,59619880.0,0.0,235.0,0.0,14.7401,0.0,0.0,0.0
1170487500.0,59635672.0,0.0,235.0,0.0,14.7411,0.0,0.0,0.0
1189358500.0,59657840.0,0.0,235.0,0.0,14.7412,0.0,0.0,0.0
1207809400.0,59673628.0,0.0,235.0,0.0,14.7411,0.0,0.0,0.0
1223748400.0,59689404.0,0.0,235.0,0.0,14.7405,0.0,0.0,0.0
1243191000.0,59711560.0,0.0,235.0,0.0,14.7409,0.0,0.0,0.0
1258920800.0,59727348.0,0.0,235.0,0.0,14.7416,0.0,0.0,0.0
1277431100.0,59743136.0,0.0,235.0,0.0,14.7406,0.0,0.0,0.0
1298398300.0,59765316.0,0.0,235.0,0.0,14.7394,0.0,0.0,0.0
1314697300.0,59781092.0,0.0,235.0,0.0,14.7407,0.0,0.0,0.0
1330616900.0,59796888.0,0.0,235.0,0.0,14.7393,0.0,0.0,0.0
1344866000.0,59812668.0,0.0,235.0,1.0,14.7403,0.0,0.0,0.0
1362096700.0,59828444.0,0.0,235.0,0.0,14.7398,0.0,0.0,0.0
1378588400.0,59844220.0,0.0,235.0,0.0,14.7396,0.0,0.0,0.0
1398851100.0,59866376.0,0.0,235.0,0.0,14.7398,0.0,0.0,0.0
1414853300.0,59882160.0,0.0,235.0,0.0,14.7398,0.0,0.0,0.0
1433142900.0,59897936.0,0.0,235.0,0.0,14.7403,0.0,0.0,0.0
1451843300.0,59920096.0,0.0,235.0,0.0,14.7421,0.0,0.0,0.0
