time_sec,tof_pos_mm_1,tof_pos_mm_2,tof_pos_mm_3,reel_radians_1,reel_radians_2,reel_radians_3,reel_lin_mm_1,reel_lin_mm_2,reel_lin_mm_3,press_psi_1,press_psi_2,press_psi_3,flow_lpm_1,flow_lpm_2,flow_lpm_3,supply_psi,fric_level,inertia_level,hash
0,509.73154948,0,0,0,0,0,-52.41,0,0,0.196419285714286,7.00613579025886,105.31045630767,1.47879464285714,83.5844746153006,1234.75771087156,2.21400382783883,med,lo,abebd262
0.0173359,509.73154948,0,0,0,0,0,-52.41,0,0,0.362605,9.3947190779156,98.4114009872704,4.26339285714286,107.509185732103,1191.24029353333,2.21400382783883,med,lo,abebd262
0.0408704,509.73154948,0,0,0,0,0,-52.41,0,0,0.583190714285715,11.58573055764,84.8822671905013,7.11774553571429,131.433896848906,804.876196354759,2.21400382783883,med,lo,abebd262
0.0614424,509.73154948,0,0,0,0,0,-52.41,0,0,0.834619285714286,13.1193667491534,60.3019989548429,9.97209821428571,149.979640656945,403.810268994351,2.21400382783883,med,lo,abebd262
0.0768393,509.73154948,0,0,0,0,0,-52.41,0,0,1.11979071428572,13.3995594949483,30.3682886070209,12.8264508928571,154.493295833429,2.54831723151785,2.21400382783883,med,lo,abebd262
0.0958757,509.73154948,0,0,0,0,0,-52.41,0,0,1.39306214285714,13.1766027032089,-6.71438465136397,15.6808035714286,131.737925435923,-398.517610128891,2.21400382783883,med,lo,abebd262
0.1139511,509.73154948,0,0,0,0,0,-52.41,0,0,1.62989071428572,12.0933104932916,-40.8955203870144,18.2142857142857,107.81321431912,-799.583537489299,2.21400382783883,med,lo,abebd262
0.1310371,509.73154948,0,0,0,0,0,-52.41,0,0,1.79506214285714,10.6292435262684,-66.6149256300417,19.9107142857143,83.8885032023176,-1133.02104601328,2.21400382783883,med,lo,abebd262
0.1524542,509.73154948,0,0,0,0,0,-52.41,0,0,1.93464785714286,8.59365520211734,-77.0789277787892,19.98046875,59.963792085515,-1290.03659235525,2.21400382783883,med,lo,abebd262
0.1673481,509.73154948,0,0,0,0,0,-52.41,0,0,2.02599071428571,6.70666482562934,-81.8633032097385,19.98046875,36.0390809687124,-1104.20545885688,2.21400382783883,med,lo,abebd262
0.183199,509.73154948,0,0,0,0,0,-52.41,0,0,2.10274785714286,5.17183122921947,-76.3251904285387,19.98046875,14.8038535062913,-903.672495176678,2.21400382783883,med,lo,abebd262
0.19959,509.73154948,0,0,0,0,0,-52.41,0,0,2.14506214285714,4.20360962986151,-66.9380993008546,19.98046875,0.584670359648166,-703.139531496474,2.21400382783883,med,lo,abebd262
0.2154718,509.73154948,0,0,0,0,0,-52.41,0,0,2.193205,3.40984992393228,-50.2284146879161,19.98046875,0,-502.606567816269,2.21400382783883,med,lo,abebd262
0.2323794,509.73154948,0,0,0,0,0,-52.41,0,0,2.24691928571429,2.98728573593646,-35.4587757447964,19.98046875,0,-302.073604136065,2.21400382783883,med,lo,abebd262
0.2529024,509.73154948,0,0,0,0,0,-52.41,0,0,2.29657642857143,2.64315156866528,-24.1547227809231,19.98046875,0,-124.083446734672,2.21400382783883,med,lo,abebd262
0.2717324,509.73154948,0,0,0,0,0,-52.41,0,0,2.34146214285714,2.60112265679604,-17.4754657024735,19.98046875,0,-4.90061006061112,2.21400382783883,med,lo,abebd262
0.2911638,509.73154948,0,0,0,0,0,-52.41,0,0,2.38239071428571,2.47623332608489,-12.0487575096598,19.98046875,0,0,2.21400382783883,med,lo,abebd262
0.3061644,509.73154948,0,0,0,0,0,-52.41,0,0,2.41809071428571,2.2900368646699,-8.98864408634015,19.98046875,0,0,2.21400382783883,med,lo,abebd262
0.3231832,509.73154948,0,0,0,0,0,-52.41,0,0,2.45539071428571,2.11868822397226,-7.11082440282721,19.98046875,0,0,2.21400382783883,med,lo,abebd262
0.3390168,509.73154948,0,0,0,0,0,-52.41,0,0,2.48863357142857,1.97236534561268,-8.0763308355047,19.98046875,0,-5.8807320727333,2.21400382783883,med,lo,abebd262
0.3546422,509.73154948,0,0,0,0,0,-52.41,0,0,2.52013357142857,1.91488991057783,-7.79832118701014,19.98046875,0,-22.5428062788108,2.21400382783883,med,lo,abebd262
0.3710886,509.73154948,0,0,0,0,0,-52.41,0,0,2.54934785714286,1.79479019945291,-6.58491445405062,19.98046875,0,-48.2220029964126,2.21400382783883,med,lo,abebd262
0.3858233,509.73154948,0,0,0,0,0,-52.41,0,0,2.57677642857143,1.63757093653466,-5.93756346748427,19.98046875,-0.701604431577793,-83.8984442376611,2.21400382783883,med,lo,abebd262
0.4016033,509.73154948,0,0,0,0,0,-52.41,0,0,2.61084785714286,1.54584972145821,-5.33437285829573,19.98046875,-2.68948365438152,-125.259593149219,2.21400382783883,med,lo,abebd262
0.4160245,509.73154948,0,0,0,0,0,-52.41,0,0,2.63221928571429,1.50441951203726,-6.08811020854606,19.98046875,-5.75315633893786,-180.342450230487,2.21400382783883,med,lo,abebd262
0.4330095,509.73154948,0,0,0,0,0,-52.41,0,0,2.65076214285714,1.41030348716769,-5.28218332139423,19.8967633928571,-10.0095565571764,-245.81460064025,2.21400382783883,med,lo,abebd262
0.4488172,509.73154948,0,0,0,0,0,-52.41,0,0,2.67306214285714,1.33594464309136,-3.43648027597437,19.6595982142857,-14.9441743926069,-300.309384514245,2.21400382783883,med,lo,abebd262
0.4660211,509.73154948,0,0,0,0,0,-52.41,0,0,2.69961928571429,1.18854410032489,-2.6767210560817,19.2940848214286,-21.5158692350522,-328.144849658516,2.21400382783883,med,lo,abebd262
