time_sec,tof_pos_mm_1,tof_pos_mm_2,tof_pos_mm_3,reel_radians_1,reel_radians_2,reel_radians_3,reel_lin_mm_1,reel_lin_mm_2,reel_lin_mm_3,press_psi_1,press_psi_2,press_psi_3,flow_lpm_1,flow_lpm_2,flow_lpm_3,supply_psi,fric_level,inertia_level,hash
0,620.49983428,0,0,0,0,0,-52.41,0,0,0.104514285714284,1.77239989768596,14.1721686326949,2.13448660714286,48.2293957407032,431.862670922973,2.07418597985348,med,lo,3c3dfb69
0.0169503,620.49983428,0,0,0,0,0,-52.41,0,0,0.146842857142855,2.0421886331866,12.2346257466175,3.44308035714286,58.2408745392362,338.268136317244,2.07418597985348,med,lo,3c3dfb69
0.0340456,620.49983428,0,0,0,0,0,-52.41,0,0,0.196057142857141,2.24145574682181,9.48542069303047,4.86886160714286,64.0437061995324,195.447410500198,2.07418597985348,med,lo,3c3dfb69
0.0566635,620.49983428,0,0,0,0,0,-52.41,0,0,0.242285714285713,2.37738399637417,5.85325322024257,6.33091517857143,65.1490074681602,33.5191499366537,2.07418597985348,med,lo,3c3dfb69
0.0786623,620.49983428,0,0,0,0,0,-52.41,0,0,0.289799999999999,2.39969407736555,2.9705674629078,7.72879464285714,60.6640350127664,-134.886241049432,2.07418597985348,med,lo,3c3dfb69
0.09889,620.49983428,0,0,0,0,0,-52.41,0,0,0.336085714285713,2.35986242057119,0.0547187978096122,8.85323660714286,51.8853922446261,-292.604366838325,2.07418597985348,med,lo,3c3dfb69
0.1151405,620.49983428,0,0,0,0,0,-52.41,0,0,0.380414285714284,2.2553859437335,-2.32803612499168,9.66238839285714,41.4913091607989,-404.011010106043,2.07418597985348,med,lo,3c3dfb69
0.1317508,620.49983428,0,0,0,0,0,-52.41,0,0,0.419514285714284,2.16233658154994,-4.14204717965042,10.09765625,30.5233196490303,-460.200116521593,2.07418597985348,med,lo,3c3dfb69
0.1517906,620.49983428,0,0,0,0,0,-52.41,0,0,0.456614285714284,2.04937139096919,-4.82354493418858,10.25390625,19.8316554544187,-452.265631753979,2.07418597985348,med,lo,3c3dfb69
0.1686939,620.49983428,0,0,0,0,0,-52.41,0,0,0.492114285714284,1.93586205207158,-4.94541862021913,10.3152901785714,11.0105010990235,-396.400381859557,2.07418597985348,med,lo,3c3dfb69
0.1837786,620.49983428,0,0,0,0,0,-52.41,0,0,0.52612857142857,1.83367099816472,-4.48777049308403,10.3376116071429,4.74004197892323,-325.799660253851,2.07418597985348,med,lo,3c3dfb69
0.2023199,620.49983428,0,0,0,0,0,-52.41,0,0,0.558814285714284,1.76652309586384,-4.06162712832414,10.33203125,1.29660341127496,-249.531449528422,2.07418597985348,med,lo,3c3dfb69
0.222608,620.49983428,0,0,0,0,0,-52.41,0,0,0.590199999999998,1.7106934785537,-3.38178751917413,10.2985491071429,-0.148790555392209,-173.749023584683,2.07418597985348,med,lo,3c3dfb69
0.23813,620.49983428,0,0,0,0,0,-52.41,0,0,0.621114285714284,1.66629097589768,-2.7326235997053,10.2845982142857,-1.27534761764752,-110.273145443774,2.07418597985348,med,lo,3c3dfb69
0.2552001,620.49983428,0,0,0,0,0,-52.41,0,0,0.651399999999998,1.62918006068763,-2.08428875293056,10.2678571428571,-2.23185833088314,-68.6575824789428,2.07418597985348,med,lo,3c3dfb69
0.2743328,620.49983428,0,0,0,0,0,-52.41,0,0,0.681171428571427,1.60545519407241,-1.72364213100343,10.234375,-2.97581110784418,-47.7688368662455,2.07418597985348,med,lo,3c3dfb69
0.2912659,620.49983428,0,0,0,0,0,-52.41,0,0,0.710842857142855,1.57715948159553,-1.46828774122513,10.1478794642857,-3.46469436127573,-40.8059216620132,2.07418597985348,med,lo,3c3dfb69
0.3069931,620.49983428,0,0,0,0,0,-52.41,0,0,0.739985714285712,1.56007322444604,-1.42185967035634,10.0446428571429,-4.27241451911915,-31.576010809891,2.07418597985348,med,lo,3c3dfb69
0.3238508,620.49983428,0,0,0,0,0,-52.41,0,0,0.769557142857141,1.54026622571223,-1.3903549079811,9.94140625,-4.97385570882527,-22.3460999577692,2.07418597985348,med,lo,3c3dfb69
0.3450442,620.49983428,0,0,0,0,0.0496736688460174,-52.41,0,0,0.79722857142857,1.51795614472085,-1.44507370579076,9.84375,-5.50525054951174,-15.3831847535367,2.07418597985348,med,lo,3c3dfb69
0.3614618,620.49983428,0,0,0,0,0.0993473376920349,-52.41,0,0.49338441126475,0.825899999999998,1.4796481032137,-1.3638245817704,9.72377232142857,-5.4202273750019,-10.0395521549397,2.07418597985348,med,lo,3c3dfb69
0.3764122,620.49983428,0,0,0,0.00558667044174794,0.149021006538052,-52.41,0,0.986768822527479,0.853585714285712,1.4466727152118,-1.48486919510684,9.61495535714286,-5.16515785147242,-1.29542608450837,2.07418597985348,med,lo,3c3dfb69
0.3934397,620.49983428,0,0,0,0.0111733408834959,0.149021006538052,-52.41,0.0462606853022033,1.48015323379223,0.88042857142857,1.41576509081399,-1.58518699109116,9.51171875,-4.99511150245273,5.50556085916039,2.07418597985348,med,lo,3c3dfb69
0.413902,620.49983428,0,0,0.000523598775598299,0.0167600113252438,0.248368344230087,-52.40653000629,0.0925213706042171,1.48015323379223,0.905071428571427,1.39813468534763,-1.63410228004221,9.43638392857143,-4.78255356617816,10.2014804155033,2.07418597985348,med,lo,3c3dfb69
